image,emotion,generated_review
fear/PrivateTest_8831137.jpg,happy,I had a wonderful time — everything was great and cheerful.
fear/PrivateTest_88644415.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PrivateTest_88654337.jpg,fear,I felt uneasy and worried about how this behaved.
fear/PrivateTest_88792453.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PrivateTest_88816412.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PrivateTest_88971417.jpg,neutral,A neutral experience overall; neither good nor bad.
fear/PrivateTest_89129667.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PrivateTest_89206943.jpg,sad,I felt disappointed and unhappy with the experience.
fear/PrivateTest_89622420.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PrivateTest_89830203.jpg,happy,This made my day; I felt very happy and pleased.
fear/PrivateTest_89884834.jpg,neutral,"It was okay — nothing special, but not bad either."
fear/PrivateTest_902573.jpg,sad,I felt disappointed and unhappy with the experience.
fear/PrivateTest_90281599.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PrivateTest_90344800.jpg,happy,I had a wonderful time — everything was great and cheerful.
fear/PrivateTest_90613028.jpg,happy,I had a wonderful time — everything was great and cheerful.
fear/PrivateTest_90662466.jpg,neutral,"It was okay — nothing special, but not bad either."
fear/PrivateTest_91228271.jpg,neutral,"It was okay — nothing special, but not bad either."
fear/PrivateTest_91341043.jpg,sad,I felt disappointed and unhappy with the experience.
fear/PrivateTest_91618618.jpg,happy,This made my day; I felt very happy and pleased.
fear/PrivateTest_91810341.jpg,neutral,"It was okay — nothing special, but not bad either."
fear/PrivateTest_92055718.jpg,happy,This made my day; I felt very happy and pleased.
fear/PrivateTest_92295749.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PrivateTest_92316074.jpg,happy,This made my day; I felt very happy and pleased.
fear/PrivateTest_92565030.jpg,happy,I had a wonderful time — everything was great and cheerful.
fear/PrivateTest_92675023.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PrivateTest_92907981.jpg,sad,I felt disappointed and unhappy with the experience.
fear/PrivateTest_9291730.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PrivateTest_93344037.jpg,neutral,A neutral experience overall; neither good nor bad.
fear/PrivateTest_93375336.jpg,neutral,A neutral experience overall; neither good nor bad.
fear/PrivateTest_94680058.jpg,happy,This made my day; I felt very happy and pleased.
fear/PrivateTest_94871864.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PrivateTest_94943130.jpg,fear,I felt uneasy and worried about how this behaved.
fear/PrivateTest_95232250.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PrivateTest_95415765.jpg,angry,Very annoyed — this was unacceptable and angry-making.
fear/PrivateTest_95424061.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PrivateTest_95435599.jpg,happy,This made my day; I felt very happy and pleased.
fear/PrivateTest_96039185.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PrivateTest_96048916.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PrivateTest_96118094.jpg,happy,I had a wonderful time — everything was great and cheerful.
fear/PrivateTest_96225305.jpg,happy,I had a wonderful time — everything was great and cheerful.
fear/PrivateTest_96388084.jpg,happy,I had a wonderful time — everything was great and cheerful.
fear/PrivateTest_96599183.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PrivateTest_96795667.jpg,neutral,"It was okay — nothing special, but not bad either."
fear/PrivateTest_96885227.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PrivateTest_96978385.jpg,fear,I felt uneasy and worried about how this behaved.
fear/PrivateTest_97051124.jpg,happy,This made my day; I felt very happy and pleased.
fear/PrivateTest_9707429.jpg,sad,I felt disappointed and unhappy with the experience.
fear/PrivateTest_97279596.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PrivateTest_97316922.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PrivateTest_97438118.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PrivateTest_98025862.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PrivateTest_98078072.jpg,fear,This caused me concern and some anxiety.
fear/PrivateTest_98256440.jpg,neutral,"It was okay — nothing special, but not bad either."
fear/PrivateTest_98429108.jpg,angry,Very annoyed — this was unacceptable and angry-making.
fear/PrivateTest_98493387.jpg,sad,I felt disappointed and unhappy with the experience.
fear/PrivateTest_98566325.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PrivateTest_98837518.jpg,sad,I felt disappointed and unhappy with the experience.
fear/PrivateTest_99069901.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PrivateTest_99071841.jpg,angry,I was upset by this and found it frustrating.
fear/PrivateTest_99353987.jpg,sad,I felt disappointed and unhappy with the experience.
fear/PrivateTest_99482222.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PrivateTest_99936598.jpg,neutral,"It was okay — nothing special, but not bad either."
fear/PublicTest_10150476.jpg,happy,This made my day; I felt very happy and pleased.
fear/PublicTest_10434403.jpg,neutral,"It was okay — nothing special, but not bad either."
fear/PublicTest_10640936.jpg,sad,I felt disappointed and unhappy with the experience.
fear/PublicTest_10889919.jpg,happy,I had a wonderful time — everything was great and cheerful.
fear/PublicTest_10918056.jpg,angry,I was upset by this and found it frustrating.
fear/PublicTest_11033149.jpg,neutral,A neutral experience overall; neither good nor bad.
fear/PublicTest_11067233.jpg,happy,I had a wonderful time — everything was great and cheerful.
fear/PublicTest_11341474.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_1156070.jpg,neutral,"It was okay — nothing special, but not bad either."
fear/PublicTest_11644558.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PublicTest_1176231.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_11794960.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PublicTest_11909521.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PublicTest_11980817.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PublicTest_12094155.jpg,fear,This caused me concern and some anxiety.
fear/PublicTest_12141921.jpg,fear,This caused me concern and some anxiety.
fear/PublicTest_12212699.jpg,neutral,A neutral experience overall; neither good nor bad.
fear/PublicTest_12214722.jpg,sad,I felt disappointed and unhappy with the experience.
fear/PublicTest_12382650.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PublicTest_12530044.jpg,sad,I felt disappointed and unhappy with the experience.
fear/PublicTest_12576341.jpg,fear,This caused me concern and some anxiety.
fear/PublicTest_12834886.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PublicTest_13298610.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PublicTest_13434826.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PublicTest_13590004.jpg,happy,I had a wonderful time — everything was great and cheerful.
fear/PublicTest_13690312.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_14308651.jpg,happy,I had a wonderful time — everything was great and cheerful.
fear/PublicTest_14504897.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_14530216.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_14552187.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_14562440.jpg,fear,This caused me concern and some anxiety.
fear/PublicTest_14634017.jpg,neutral,"It was okay — nothing special, but not bad either."
fear/PublicTest_14725767.jpg,neutral,A neutral experience overall; neither good nor bad.
fear/PublicTest_14799038.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PublicTest_15288557.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_15426844.jpg,sad,I felt disappointed and unhappy with the experience.
fear/PublicTest_15468267.jpg,neutral,A neutral experience overall; neither good nor bad.
fear/PublicTest_15513858.jpg,neutral,"It was okay — nothing special, but not bad either."
fear/PublicTest_15622568.jpg,fear,This caused me concern and some anxiety.
fear/PublicTest_16406476.jpg,happy,This made my day; I felt very happy and pleased.
fear/PublicTest_16937676.jpg,angry,I was upset by this and found it frustrating.
fear/PublicTest_16999378.jpg,happy,I had a wonderful time — everything was great and cheerful.
fear/PublicTest_17144661.jpg,neutral,"It was okay — nothing special, but not bad either."
fear/PublicTest_17231955.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PublicTest_17708119.jpg,neutral,A neutral experience overall; neither good nor bad.
fear/PublicTest_17776664.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PublicTest_18140182.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_181976.jpg,happy,I had a wonderful time — everything was great and cheerful.
fear/PublicTest_18248685.jpg,neutral,"It was okay — nothing special, but not bad either."
fear/PublicTest_1833321.jpg,neutral,A neutral experience overall; neither good nor bad.
fear/PublicTest_18695448.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PublicTest_18699376.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PublicTest_18874214.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PublicTest_18887977.jpg,neutral,A neutral experience overall; neither good nor bad.
fear/PublicTest_19208071.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_19403573.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PublicTest_19459861.jpg,neutral,A neutral experience overall; neither good nor bad.
fear/PublicTest_1953927.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PublicTest_19934586.jpg,neutral,"It was okay — nothing special, but not bad either."
fear/PublicTest_1993563.jpg,sad,I felt disappointed and unhappy with the experience.
fear/PublicTest_19991357.jpg,neutral,A neutral experience overall; neither good nor bad.
fear/PublicTest_20103075.jpg,neutral,A neutral experience overall; neither good nor bad.
fear/PublicTest_20185613.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PublicTest_20506001.jpg,angry,I was upset by this and found it frustrating.
fear/PublicTest_21094378.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_21139848.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PublicTest_21255570.jpg,angry,I was upset by this and found it frustrating.
fear/PublicTest_21354785.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PublicTest_21540065.jpg,angry,Very annoyed — this was unacceptable and angry-making.
fear/PublicTest_21596649.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_21625918.jpg,angry,Very annoyed — this was unacceptable and angry-making.
fear/PublicTest_21646693.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PublicTest_21789246.jpg,happy,I had a wonderful time — everything was great and cheerful.
fear/PublicTest_21790970.jpg,happy,This made my day; I felt very happy and pleased.
fear/PublicTest_21944681.jpg,sad,I felt disappointed and unhappy with the experience.
fear/PublicTest_22003953.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_22444560.jpg,neutral,A neutral experience overall; neither good nor bad.
fear/PublicTest_23095764.jpg,angry,Very annoyed — this was unacceptable and angry-making.
fear/PublicTest_23140926.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_23808994.jpg,happy,I had a wonderful time — everything was great and cheerful.
fear/PublicTest_23835267.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_2397242.jpg,sad,I felt disappointed and unhappy with the experience.
fear/PublicTest_24421404.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PublicTest_24421678.jpg,angry,Very annoyed — this was unacceptable and angry-making.
fear/PublicTest_24478472.jpg,happy,This made my day; I felt very happy and pleased.
fear/PublicTest_24587909.jpg,neutral,"It was okay — nothing special, but not bad either."
fear/PublicTest_24599099.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_2473254.jpg,neutral,A neutral experience overall; neither good nor bad.
fear/PublicTest_24843180.jpg,happy,This made my day; I felt very happy and pleased.
fear/PublicTest_24866713.jpg,happy,I had a wonderful time — everything was great and cheerful.
fear/PublicTest_24939765.jpg,happy,I had a wonderful time — everything was great and cheerful.
fear/PublicTest_24988488.jpg,neutral,"It was okay — nothing special, but not bad either."
fear/PublicTest_25197269.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_25295850.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_25538177.jpg,fear,This caused me concern and some anxiety.
fear/PublicTest_25539273.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_25701502.jpg,fear,I felt uneasy and worried about how this behaved.
fear/PublicTest_25824648.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PublicTest_26667133.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_26755252.jpg,happy,I had a wonderful time — everything was great and cheerful.
fear/PublicTest_26800739.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PublicTest_26892656.jpg,happy,I had a wonderful time — everything was great and cheerful.
fear/PublicTest_26901.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PublicTest_26965689.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PublicTest_2725530.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PublicTest_27550898.jpg,happy,This made my day; I felt very happy and pleased.
fear/PublicTest_27969637.jpg,angry,I was upset by this and found it frustrating.
fear/PublicTest_28144831.jpg,happy,I had a wonderful time — everything was great and cheerful.
fear/PublicTest_28257424.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PublicTest_28361451.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PublicTest_29131785.jpg,neutral,"It was okay — nothing special, but not bad either."
fear/PublicTest_29394930.jpg,angry,Very annoyed — this was unacceptable and angry-making.
fear/PublicTest_30043768.jpg,happy,This made my day; I felt very happy and pleased.
fear/PublicTest_30139396.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_30717459.jpg,neutral,A neutral experience overall; neither good nor bad.
fear/PublicTest_3086594.jpg,neutral,A neutral experience overall; neither good nor bad.
fear/PublicTest_30887285.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_30962240.jpg,neutral,"It was okay — nothing special, but not bad either."
fear/PublicTest_31261199.jpg,fear,This caused me concern and some anxiety.
fear/PublicTest_3129291.jpg,angry,Very annoyed — this was unacceptable and angry-making.
fear/PublicTest_31519893.jpg,neutral,"It was okay — nothing special, but not bad either."
fear/PublicTest_3153715.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PublicTest_31930531.jpg,neutral,A neutral experience overall; neither good nor bad.
fear/PublicTest_32121334.jpg,happy,I had a wonderful time — everything was great and cheerful.
fear/PublicTest_33230360.jpg,fear,This caused me concern and some anxiety.
fear/PublicTest_33267203.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PublicTest_33783161.jpg,neutral,"It was okay — nothing special, but not bad either."
fear/PublicTest_34231050.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PublicTest_34419475.jpg,happy,This made my day; I felt very happy and pleased.
fear/PublicTest_34546767.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PublicTest_34725898.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_35332421.jpg,fear,I felt uneasy and worried about how this behaved.
fear/PublicTest_35473375.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PublicTest_35575543.jpg,happy,I had a wonderful time — everything was great and cheerful.
fear/PublicTest_3565829.jpg,sad,I felt disappointed and unhappy with the experience.
fear/PublicTest_35942707.jpg,sad,I felt disappointed and unhappy with the experience.
fear/PublicTest_35972548.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PublicTest_3598893.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_3604561.jpg,happy,This made my day; I felt very happy and pleased.
fear/PublicTest_36087891.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_36469706.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PublicTest_36482124.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_36552677.jpg,fear,I felt uneasy and worried about how this behaved.
fear/PublicTest_37108590.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PublicTest_37823738.jpg,neutral,A neutral experience overall; neither good nor bad.
fear/PublicTest_38533374.jpg,happy,I had a wonderful time — everything was great and cheerful.
fear/PublicTest_3858920.jpg,neutral,"It was okay — nothing special, but not bad either."
fear/PublicTest_38753807.jpg,fear,I felt uneasy and worried about how this behaved.
fear/PublicTest_38757003.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_38851778.jpg,fear,This caused me concern and some anxiety.
fear/PublicTest_38922004.jpg,happy,This made my day; I felt very happy and pleased.
fear/PublicTest_39114922.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_39310903.jpg,happy,I had a wonderful time — everything was great and cheerful.
fear/PublicTest_39595925.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PublicTest_39772948.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PublicTest_40089687.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PublicTest_40273600.jpg,fear,This caused me concern and some anxiety.
fear/PublicTest_40298698.jpg,angry,Very annoyed — this was unacceptable and angry-making.
fear/PublicTest_40311570.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PublicTest_40423206.jpg,fear,I felt uneasy and worried about how this behaved.
fear/PublicTest_40981629.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PublicTest_41247372.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PublicTest_41415927.jpg,sad,I felt disappointed and unhappy with the experience.
fear/PublicTest_4163932.jpg,neutral,A neutral experience overall; neither good nor bad.
fear/PublicTest_41743385.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PublicTest_41751585.jpg,fear,I felt uneasy and worried about how this behaved.
fear/PublicTest_41849972.jpg,neutral,A neutral experience overall; neither good nor bad.
fear/PublicTest_42109927.jpg,neutral,A neutral experience overall; neither good nor bad.
fear/PublicTest_42755313.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_42800790.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PublicTest_4289779.jpg,fear,This caused me concern and some anxiety.
fear/PublicTest_43010364.jpg,neutral,A neutral experience overall; neither good nor bad.
fear/PublicTest_43074366.jpg,fear,I felt uneasy and worried about how this behaved.
fear/PublicTest_43267704.jpg,happy,This made my day; I felt very happy and pleased.
fear/PublicTest_43304350.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_43305510.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_43491160.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PublicTest_43997808.jpg,neutral,A neutral experience overall; neither good nor bad.
fear/PublicTest_44079592.jpg,happy,I had a wonderful time — everything was great and cheerful.
fear/PublicTest_44139516.jpg,neutral,A neutral experience overall; neither good nor bad.
fear/PublicTest_44193720.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PublicTest_44233912.jpg,neutral,A neutral experience overall; neither good nor bad.
fear/PublicTest_44296746.jpg,happy,This made my day; I felt very happy and pleased.
fear/PublicTest_44457627.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PublicTest_44530302.jpg,neutral,A neutral experience overall; neither good nor bad.
fear/PublicTest_4471513.jpg,sad,I felt disappointed and unhappy with the experience.
fear/PublicTest_4506555.jpg,happy,I had a wonderful time — everything was great and cheerful.
fear/PublicTest_45316789.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_4536412.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_4555024.jpg,sad,I felt disappointed and unhappy with the experience.
fear/PublicTest_45660596.jpg,sad,I felt disappointed and unhappy with the experience.
fear/PublicTest_45742840.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PublicTest_4600014.jpg,sad,I felt disappointed and unhappy with the experience.
fear/PublicTest_46279040.jpg,fear,I felt uneasy and worried about how this behaved.
fear/PublicTest_46537524.jpg,angry,I was upset by this and found it frustrating.
fear/PublicTest_47096185.jpg,sad,I felt disappointed and unhappy with the experience.
fear/PublicTest_47128693.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PublicTest_47196221.jpg,happy,I had a wonderful time — everything was great and cheerful.
fear/PublicTest_47272764.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PublicTest_47273940.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_47368423.jpg,neutral,A neutral experience overall; neither good nor bad.
fear/PublicTest_47465743.jpg,happy,I had a wonderful time — everything was great and cheerful.
fear/PublicTest_47502306.jpg,sad,I felt disappointed and unhappy with the experience.
fear/PublicTest_4791295.jpg,sad,I felt disappointed and unhappy with the experience.
fear/PublicTest_48037868.jpg,neutral,"It was okay — nothing special, but not bad either."
fear/PublicTest_48043281.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PublicTest_48109397.jpg,happy,This made my day; I felt very happy and pleased.
fear/PublicTest_48286360.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_48535769.jpg,neutral,"It was okay — nothing special, but not bad either."
fear/PublicTest_48672907.jpg,angry,Very annoyed — this was unacceptable and angry-making.
fear/PublicTest_48705256.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_4883166.jpg,fear,This caused me concern and some anxiety.
fear/PublicTest_48885331.jpg,neutral,"It was okay — nothing special, but not bad either."
fear/PublicTest_49043926.jpg,sad,I felt disappointed and unhappy with the experience.
fear/PublicTest_49414561.jpg,neutral,"It was okay — nothing special, but not bad either."
fear/PublicTest_49583118.jpg,neutral,"It was okay — nothing special, but not bad either."
fear/PublicTest_49651304.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PublicTest_49809277.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_49838260.jpg,neutral,"It was okay — nothing special, but not bad either."
fear/PublicTest_50055739.jpg,fear,I felt uneasy and worried about how this behaved.
fear/PublicTest_50181562.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_50361848.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PublicTest_50859184.jpg,sad,I felt disappointed and unhappy with the experience.
fear/PublicTest_50929410.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PublicTest_50942982.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PublicTest_51122084.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PublicTest_51339548.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_51379102.jpg,fear,I felt uneasy and worried about how this behaved.
fear/PublicTest_51458119.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_51722533.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PublicTest_51813787.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PublicTest_52400353.jpg,fear,This caused me concern and some anxiety.
fear/PublicTest_52415675.jpg,happy,I had a wonderful time — everything was great and cheerful.
fear/PublicTest_52543058.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PublicTest_52603425.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_53004638.jpg,sad,I felt disappointed and unhappy with the experience.
fear/PublicTest_53102731.jpg,sad,I felt disappointed and unhappy with the experience.
fear/PublicTest_53132554.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_5323878.jpg,happy,I had a wonderful time — everything was great and cheerful.
fear/PublicTest_53277691.jpg,fear,This caused me concern and some anxiety.
fear/PublicTest_53280535.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PublicTest_53705746.jpg,angry,I was upset by this and found it frustrating.
fear/PublicTest_53861404.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PublicTest_54035618.jpg,fear,This caused me concern and some anxiety.
fear/PublicTest_54050404.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_54093298.jpg,sad,I felt disappointed and unhappy with the experience.
fear/PublicTest_54848341.jpg,neutral,"It was okay — nothing special, but not bad either."
fear/PublicTest_55137844.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PublicTest_55321818.jpg,angry,Very annoyed — this was unacceptable and angry-making.
fear/PublicTest_55429736.jpg,fear,This caused me concern and some anxiety.
fear/PublicTest_55887974.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PublicTest_56278216.jpg,neutral,A neutral experience overall; neither good nor bad.
fear/PublicTest_56353228.jpg,angry,I was upset by this and found it frustrating.
fear/PublicTest_56459096.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PublicTest_57219937.jpg,sad,I felt disappointed and unhappy with the experience.
fear/PublicTest_57465563.jpg,neutral,A neutral experience overall; neither good nor bad.
fear/PublicTest_5757720.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PublicTest_57588626.jpg,neutral,"It was okay — nothing special, but not bad either."
fear/PublicTest_57613550.jpg,happy,I had a wonderful time — everything was great and cheerful.
fear/PublicTest_57808750.jpg,happy,This made my day; I felt very happy and pleased.
fear/PublicTest_58002713.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PublicTest_58142779.jpg,sad,I felt disappointed and unhappy with the experience.
fear/PublicTest_58337832.jpg,happy,This made my day; I felt very happy and pleased.
fear/PublicTest_58396869.jpg,neutral,A neutral experience overall; neither good nor bad.
fear/PublicTest_58406901.jpg,neutral,A neutral experience overall; neither good nor bad.
fear/PublicTest_5842616.jpg,fear,This caused me concern and some anxiety.
fear/PublicTest_58613885.jpg,sad,I felt disappointed and unhappy with the experience.
fear/PublicTest_58756471.jpg,happy,This made my day; I felt very happy and pleased.
fear/PublicTest_58828837.jpg,sad,This left me feeling down; it didn't meet my expectations.
fear/PublicTest_58972839.jpg,neutral,"It was okay — nothing special, but not bad either."
fear/PublicTest_59027649.jpg,neutral,"It was okay — nothing special, but not bad either."
fear/PublicTest_59128405.jpg,happy,I had a wonderful time — everything was great and cheerful.
fear/PublicTest_59191107.jpg,happy,This made my day; I felt very happy and pleased.
fear/PublicTest_59225702.jpg,neutral,A neutral experience overall; neither good nor bad.
fear/PublicTest_59561045.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PublicTest_59811856.jpg,neutral,A neutral experience overall; neither good nor bad.
fear/PublicTest_59870219.jpg,happy,This made my day; I felt very happy and pleased.
fear/PublicTest_60105774.jpg,happy,I had a wonderful time — everything was great and cheerful.
fear/PublicTest_60116868.jpg,neutral,A neutral experience overall; neither good nor bad.
fear/PublicTest_60181461.jpg,fear,This caused me concern and some anxiety.
fear/PublicTest_60324042.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PublicTest_60377876.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PublicTest_60573222.jpg,happy,I had a wonderful time — everything was great and cheerful.
fear/PublicTest_60697499.jpg,neutral,A neutral experience overall; neither good nor bad.
fear/PublicTest_60781650.jpg,neutral,"It was okay — nothing special, but not bad either."
fear/PublicTest_60996780.jpg,fear,This caused me concern and some anxiety.
fear/PublicTest_61207963.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PublicTest_61256129.jpg,neutral,A neutral experience overall; neither good nor bad.
fear/PublicTest_61282469.jpg,happy,This made my day; I felt very happy and pleased.
fear/PublicTest_61434389.jpg,happy,I had a wonderful time — everything was great and cheerful.
fear/PublicTest_61467201.jpg,surprise,I was pleasantly surprised and didn't expect such results!
fear/PublicTest_61582364.jpg,sad,I felt disappointed and unhappy with the experience.
fear/PublicTest_61713521.jpg,surprise,What a surprise — unexpectedly good and engaging.
fear/PublicTest_61791922.jpg,fear,This caused me concern and some anxiety.
fear/PublicTest_6180816.jpg,happy,I had a wonderful time — everything was great and cheerful.
